"","Finished","Progress","Consent_statement","Work_from_home_Freq_19","Work_from_home_Freq_20","Weekly_Working_hrs_19","Weekly_Working_hrs_20","Traditional work hours_19  (9-5, Mon - Fri)","Early mornings_19  (5am - 9am)","Early evenings_19  (5pm - 9pm)","Late evenings_19  (5pm - midnight)","Overnight_19 (midnight - 5am)","Traditional work hours_20  (9-5, Mon - Fri)","Early mornings_20  (5am - 9am)","Early evenings_20  (5pm - 9pm)","Late evenings_20 (5pm - midnight)","Overnight_20 (midnight - 5am)","Work_schedule_stability_19","Work_schedule_stability_20","Comfortable_lifestyle_19","Lonely_lifestyle_19","Active_lifestyle_19","Connected_lifestyle_19","Peaceful_lifestyle_19","Chaotic_lifestyle_19","Comfortable_lifestyle_20","Lonely_lifestyle_20","Active_lifestyle_20","Connected_lifestyle_20","Peaceful_lifestyle_20","Chaotic_lifestyle_20","Mental_health_19","Mental_health_20","Expected_Income_2021","Income_2020","Income_2019","Age_Group","Adult_count","Children_count","Postcode_range","Year_of_record","Month_of_record"
"754","Yes",100,"Agreed","Never","Never","10-20 hours  ","Didn't work",1,0,0,0,0,0,0,1,1,1,"No changes","Varying",1,0,0,0,1,0,1,0,0,1,0,0,"Some challenges","Good",-2708.18860234163,130536.890906294,118344.255252007,"(80,150]","1","1","(3050,3150]",2021,"January"
"755","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,0,0,0,0,1,0,0,0,0,"No changes","Varying",0,0,1,0,0,1,0,0,0,1,0,0,"Good","Significant challenges",135652.249037121,142158.022620471,121738.566934146,"(24,45]","More than 3","2","(3050,3150]",2021,"January"
"756","Yes",100,"Agreed","Never","Sometimes","20-30 hours  ","10-20 hours",1,0,1,0,0,0,0,1,1,1,"No changes","Unpredictable",1,0,1,0,1,0,0,0,0,0,0,0,"Significant challenges","Good",246409.550603557,246889.847196286,231274.545273443,"(24,45]","1","1","(3050,3150]",2021,"January"
"757","Yes",100,"Agreed","Sometimes","Never","40+ hours ","10-20 hours",1,0,0,1,0,0,0,0,1,0,"No changes","Unpredictable",0,1,0,0,0,1,0,1,0,1,0,1,"Some challenges","Good",97924.7497189019,102487.150252536,76784.3023341396,"(55,80]","1","0","(3050,3150]",2021,"January"
"758","Yes",100,"Agreed","Never","Never","40+ hours ","40+ hours",1,0,0,0,0,0,0,1,1,0,"Some small changes","Unpredictable",0,0,0,0,0,0,0,0,0,1,0,1,"Good","Good",133403.503554554,144130.011959066,121081.979719336,"(24,45]","2","1","(3050,3150]",2021,"January"
"759","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,1,1,0,0,0,1,"No changes","Varying",0,0,1,0,0,1,1,1,0,1,0,1,"Significant challenges","Some challenges",73506.8486756122,73732.460535329,55987.1867505762,"(55,80]","3","2","(3000,3050]",2021,"January"
"760","Yes",100,"Agreed","Never","Most of the time","30-40 hours  ","Didn't work",1,0,0,0,0,0,0,1,1,0,"No changes","Some small changes",0,0,1,0,0,0,1,0,0,1,0,1,"Some challenges","Good",223249.179536454,220620.890404681,197082.577429823,"(55,80]","2","2","(3150,3250]",2021,"January"
"761","Yes",100,"Agreed","Sometimes","Always","less than 10 hours  ","Didn't work",1,0,0,0,0,1,0,0,0,0,"Unpredictable","Varying",0,0,1,0,1,0,0,0,1,0,0,0,"Good","Good",83320.4825806222,62363.559212846,49462.36807222,"(45,55]","1","0","(3150,3250]",2021,"January"
"762","No",88,"Agreed","Never","Always","30-40 hours  ","40+ hours",1,0,0,0,0,1,0,0,1,1,"Some small changes","Unpredictable",1,0,0,0,1,0,0,0,0,1,0,0,NA,NA,79069.1097762758,67822.394486683,57001.2268433609,"(24,45]","2","0","(3150,3250]",NA,NA
"763","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,1,0,0,0,0,1,0,0,0,0,0,1,"Good","Good",71798.7073376919,-175.50236203409,62519.8637388946,"(24,45]","3","1","(3000,3050]",2021,"January"
"764","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,1,0,0,0,0,0,0,1,0,"Varying","Varying",1,0,1,0,0,0,1,0,0,1,0,0,"Good","Significant challenges",118804.302770672,130310.405687322,113924.490876936,"(45,55]","2","1","(3150,3250]",2021,"January"
"765","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,1,0,0,0,1,0,1,0,0,"No changes","Unpredictable",0,0,0,0,0,0,1,0,0,0,0,1,"Good","Some challenges",182127.64961672,158489.608212437,149976.055291051,"(55,80]","3","1","(3050,3150]",2021,"January"
"766","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,1,0,1,0,0,0,1,1,0,"Some small changes","Unpredictable",0,1,0,0,0,0,1,0,0,0,0,0,"Good","Significant challenges",134804.558616925,149531.19075743,128797.837156831,"(24,45]","2","2","(3000,3050]",2021,"January"
"767","Yes",100,"Agreed","Never","Always","30-40 hours  ","Didn't work",1,0,1,0,0,0,0,0,0,0,"No changes","Some small changes",0,0,1,1,0,0,1,0,1,1,1,1,"Significant challenges","Significant challenges",1013.28525231137,191598.6740662,168178.806227526,"(24,45]","1","0","(3000,3050]",2021,"January"
"768","Yes",100,"Agreed","Never","Always","10-20 hours  ","10-20 hours",1,0,0,0,1,0,0,0,0,0,"Varying","Varying",0,0,1,1,0,0,0,0,0,0,0,1,"Some challenges","Significant challenges",221964.638290204,229580.647120025,212606.080776551,"(24,45]","2","2","(3000,3050]",2021,"January"
"769","Yes",100,"Agreed","Always","Didn't work","40+ hours ","Didn't work",1,0,1,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,0,1,0,0,0,0,0,0,1,"Significant challenges","Some challenges",167613.237765767,565.592578962561,156228.946955901,"(55,80]","1","0","(3000,3050]",2021,"January"
"770","Yes",100,"Agreed","Never","Never","40+ hours ","40+ hours",0,0,0,0,0,1,1,0,1,1,"No changes","Varying",0,0,1,0,1,0,0,0,0,1,0,1,"Some challenges","Some challenges",214256.580824095,208997.853495714,195406.799213694,"(24,45]","More than 3","1","(3050,3150]",2021,"January"
"771","Yes",100,"Agreed","Never","Always","40+ hours ","10-20 hours",0,0,0,0,0,1,0,1,1,0,"Unpredictable","Some small changes",0,0,0,0,0,0,1,0,0,1,0,0,"Significant challenges","Some challenges",153950.781921756,153708.399362308,136732.877875795,"(55,80]","2","2","(3050,3150]",2021,"January"
"772","No",33,"Agreed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142659.079273738,158487.072347594,122525.478284289,"(55,80]","1","1","(3150,3250]",NA,NA
"773","Yes",100,"Agreed","Never","Didn't work","30-40 hours  ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"Varying",NA,0,0,0,1,0,0,1,0,1,1,0,0,"Some challenges","Some challenges",82916.9031598348,-116.805969949606,70654.3692619565,"(24,45]","3","2","(3050,3150]",2021,"January"
"774","Yes",100,"Agreed","Never","Sometimes","40+ hours ","10-20 hours",0,0,0,0,0,1,0,1,1,0,"Some small changes","Varying",0,0,1,0,0,0,1,0,0,1,0,0,"Good","Good",103994.346951397,123399.987146603,93459.8573697234,"(45,55]","1","0","(3050,3150]",2021,"January"
"775","Yes",100,"Agreed","Always","Didn't work","20-30 hours  ","Didn't work",0,0,0,0,0,0,0,0,1,0,"No changes","Varying",0,0,1,1,0,1,1,0,1,0,0,0,"Good","Significant challenges",880.609386610367,143183.97461889,127248.904825797,"(55,80]","3","0","(3150,3250]",2021,"January"
"776","Yes",100,"Agreed","About half the time","Didn't work","Didn't work","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,1,0,1,0,0,1,1,0,0,0,0,0,"Significant challenges","Good",144342.641447847,701.569709196082,113008.873401657,"(24,45]","More than 3","2","(3150,3250]",2021,"January"
"777","Yes",100,"Agreed","Never","Always","40+ hours ","40+ hours",1,0,0,0,1,1,0,0,0,0,"No changes","No changes",0,0,1,0,0,0,0,0,0,0,0,0,"Good","Some challenges",85013.7130067529,81732.5947676755,69464.6997441409,"(55,80]","2","1","(3050,3150]",2021,"January"
"778","Yes",100,"Agreed","Never","Always","40+ hours ","less than 10 hours",1,0,0,0,0,1,0,0,0,1,"Some small changes","Unpredictable",0,0,0,0,0,0,1,1,0,1,0,1,"Good","Significant challenges",103319.671451312,102019.857010938,86504.2972647655,"(45,55]","2","1","(3150,3250]",2021,"January"
"779","Yes",100,"Agreed","Never","Sometimes","40+ hours ","40+ hours",1,0,1,0,0,1,0,0,1,0,"Varying","Unpredictable",0,0,0,0,0,1,0,0,0,1,0,0,"Good","Good",175663.265738466,181256.910352178,158533.520177924,"(45,55]","2","2","(3050,3150]",2021,"January"
"780","Yes",100,"Agreed","Never","Didn't work","Didn't work","Didn't work",0,0,1,0,1,NA,NA,NA,NA,NA,"Some small changes",NA,0,0,1,0,0,0,1,0,1,0,0,0,"Some challenges","Some challenges",-2431.68133543669,3209.64570309786,93435.5969836417,"(24,45]","2","2","(3150,3250]",2021,"January"
"781","Yes",100,"Agreed","Most of the time","Didn't work","10-20 hours  ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"Some small changes",NA,0,1,0,1,0,1,1,0,0,1,0,0,"Good","Some challenges",216978.163820418,1596.61545145313,197866.673775511,"(55,80]","1","0","(3050,3150]",2021,"January"
"782","Yes",100,"Agreed","Always","Never","40+ hours ","Didn't work",1,0,0,0,0,1,0,1,0,0,"No changes","Some small changes",0,0,1,0,0,0,0,0,0,0,0,0,"Significant challenges","Some challenges",81882.5676664062,76134.3086233077,59603.7267785513,"(55,80]","3","0","(3050,3150]",2021,"January"
"783","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",0,0,1,1,1,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,0,0,0,1,1,0,1,0,0,"Good","Significant challenges",172843.537036803,50.2214824369134,138092.381411745,"(45,55]","1","0","(3150,3250]",2021,"January"
"784","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,0,0,0,0,1,1,0,1,0,"Unpredictable","Unpredictable",1,0,1,0,0,0,0,0,0,1,0,1,"Good","Some challenges",-263.758819381513,124493.04341203,104098.564252468,"(45,55]","3","0","(3050,3150]",2021,"January"
"785","Yes",100,"Agreed","Never","Sometimes","40+ hours ","30-40 hours",1,0,0,0,0,1,0,0,1,0,"Varying","No changes",0,0,0,0,0,0,1,0,0,0,0,0,"Significant challenges","Some challenges",133733.542825176,147475.235099106,110322.064586282,"(55,80]","1","2","(3150,3250]",2021,"January"
"786","Yes",100,"Agreed","Never","Always","40+ hours ","30-40 hours",0,0,0,0,0,1,1,0,0,0,"Unpredictable","Varying",0,0,0,0,0,0,1,1,0,1,1,0,"Significant challenges","Significant challenges",122249.276050329,113811.96859459,95156.4048341618,"(45,55]","1","0","(3000,3050]",2021,"January"
"787","Yes",100,"Agreed","Never","Always","10-20 hours  ","40+ hours",1,0,1,0,0,1,0,0,1,0,"No changes","Unpredictable",0,0,0,0,0,0,0,0,0,1,0,1,"Good","Good",116167.199140776,106902.955525,93229.0750930092,"(55,80]","3","2","(3150,3250]",2021,"January"
"788","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",0,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,1,0,1,1,0,0,0,1,0,0,0,0,"Some challenges","Some challenges",115819.068666832,-3314.85911242471,106810.292436035,"(55,80]","2","1","(3050,3150]",2021,"January"
"789","Yes",100,"Agreed","Sometimes","Sometimes","30-40 hours  ","Didn't work",1,0,0,0,0,0,0,0,0,0,"No changes","Varying",1,0,0,0,1,0,1,0,1,1,0,1,"Good","Significant challenges",1016.14509864444,43424.8478281742,37773.9176195861,"(45,55]","2","2","(3050,3150]",2021,"January"
"790","Yes",100,"Agreed","Sometimes","Didn't work","20-30 hours  ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,0,0,1,1,0,0,1,0,0,"Good","Significant challenges",219485.62715363,2213.25513447145,199067.959284881,"(24,45]","3","0","(3150,3250]",2021,"January"
"791","Yes",100,"Agreed","Never","Always","Didn't work","less than 10 hours",1,0,1,0,1,1,1,1,1,0,"No changes","Varying",0,0,0,0,0,1,0,0,0,0,0,0,"Some challenges","Good",85373.5884963201,76514.8014208377,63014.4846846347,"(24,45]","3","1","(3000,3050]",2021,"January"
"792","Yes",100,"Agreed","Never","Didn't work","30-40 hours  ","40+ hours",0,0,0,0,0,1,0,0,1,0,"No changes","Varying",0,0,0,0,0,0,1,0,0,1,0,1,"Good","Good",164627.429777843,160038.583116647,148030.445019912,"(45,55]","1","0","(3050,3150]",2021,"January"
"793","Yes",100,"Agreed","Never","Always","Didn't work","40+ hours",0,0,1,1,1,0,0,1,0,0,"Some small changes","Some small changes",1,0,0,0,0,1,1,0,0,1,1,1,"Some challenges","Some challenges",193264.232101455,201924.328517224,181499.631824722,"(45,55]","2","1","(3050,3150]",2021,"January"
"794","Yes",100,"Agreed","Never","Always","20-30 hours  ","Didn't work",0,0,1,1,0,0,1,0,1,0,"No changes","No changes",0,0,0,0,0,0,0,0,0,1,1,1,"Some challenges","Good",135149.733233851,131930.259050598,125025.416929747,"(55,80]","2","More than 2","(3050,3150]",2021,"January"
"795","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,1,1,1,0,0,0,0,0,0,0,1,0,"Good","Good",192449.154885682,-5942.94256909356,184965.367648174,"(55,80]","3","0","(3050,3150]",2021,"January"
"796","Yes",100,"Agreed","Never","Didn't work","20-30 hours  ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,0,0,0,1,0,0,1,0,1,"Good","Significant challenges",103928.128037981,-50.3936282881623,74337.0549537237,"(24,45]","1","2","(3050,3150]",2021,"January"
"797","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",0,0,0,0,0,1,0,0,1,0,"No changes","Unpredictable",1,0,1,1,0,0,1,0,0,1,1,0,"Good","Some challenges",5936.26690932418,124933.470430069,109998.436563803,"(24,45]","3","1","(3050,3150]",2021,"January"
"798","Yes",100,"Agreed","Never","Always","40+ hours ","40+ hours",1,0,1,1,0,0,0,1,1,0,"No changes","Some small changes",0,0,0,0,0,0,1,0,0,0,0,1,"Significant challenges","Good",170404.205175306,178297.713248906,148061.251709947,"(24,45]","2","2","(3050,3150]",2021,"January"
"799","Yes",100,"Agreed","Never","Didn't work","less than 10 hours  ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,1,0,0,1,0,0,1,0,0,1,0,1,"Significant challenges","Significant challenges",150477.764733604,935.47737480798,131122.583953167,"(45,55]","1","2","(3050,3150]",2021,"January"
"800","Yes",100,"Agreed","About half the time","Didn't work","40+ hours ","Didn't work",1,0,0,1,1,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,0,0,0,0,0,0,0,0,0,"Some challenges","Good",151161.771972709,2541.71039212831,136408.630897326,"(55,80]","2","1","(3050,3150]",2021,"January"
"801","Yes",100,"Agreed","About half the time","Always","40+ hours ","40+ hours",1,0,0,0,0,0,1,0,1,0,"No changes","No changes",1,1,1,0,0,0,1,0,0,0,1,0,"Good","Some challenges",69548.0637974319,70136.2558244172,56706.7778605158,"(24,45]","2","1","(3050,3150]",2021,"January"
"802","Yes",100,"Agreed","Always","Didn't work","Didn't work","Didn't work",0,1,0,0,1,NA,NA,NA,NA,NA,"Unpredictable",NA,1,0,0,1,1,1,0,0,0,0,0,0,"Significant challenges","Good",135381.812448223,-2915.49803285081,109667.979443885,"(24,45]","1","0","(3150,3250]",2021,"January"
"803","Yes",100,"Agreed","Sometimes","Always","40+ hours ","Didn't work",1,0,0,1,0,0,0,0,0,0,"No changes","Some small changes",0,0,1,0,1,1,1,0,1,1,0,1,"Good","Some challenges",226772.769158256,207819.312918304,197724.369569302,"(45,55]","1","1","(3050,3150]",2021,"January"
"804","Yes",100,"Agreed","Never","Always","Didn't work","Didn't work",1,0,0,1,0,1,0,1,0,1,"Varying","No changes",0,0,1,0,0,0,1,0,0,0,0,1,"Some challenges","Good",131734.275237648,130395.824657528,113911.972272569,"(15,24]","3","0","(3050,3150]",2021,"January"
"805","Yes",100,"Agreed","Never","Didn't work","10-20 hours  ","Didn't work",0,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,1,0,0,0,1,1,0,0,0,1,0,0,"Some challenges","Good",194546.631863831,2643.38177133409,174283.914849428,"(24,45]","1","2","(3050,3150]",2021,"January"
"806","Yes",100,"Agreed","Never","Most of the time","40+ hours ","30-40 hours",1,1,0,0,0,0,1,1,0,0,"No changes","Unpredictable",0,0,1,0,1,1,0,0,0,0,0,1,"Some challenges","Some challenges",128651.931630429,135420.046941711,121140.645906786,"(45,55]","1","0","(3150,3250]",2021,"January"
"807","Yes",100,"Agreed","Always","About half the time","less than 10 hours  ","40+ hours",1,0,0,0,0,1,0,0,0,0,"Some small changes","Varying",1,0,1,0,0,0,0,0,0,1,0,1,"Significant challenges","Good",74527.8544609841,77755.2732882503,60209.7394429935,"(45,55]","2","0","(3150,3250]",2021,"January"
"808","Yes",100,"Agreed","Never","Didn't work","10-20 hours  ","Didn't work",1,0,0,1,0,NA,NA,NA,NA,NA,"No changes",NA,1,0,0,0,0,0,1,0,0,1,0,0,"Good","Some challenges",-498.779837812538,-1248.70768398127,113706.25712229,"(24,45]","1","2","(3050,3150]",2021,"January"
"809","Yes",100,"Agreed","Never","Always","40+ hours ","30-40 hours",1,0,0,0,0,1,0,1,1,0,"No changes","Unpredictable",1,0,0,0,0,0,1,0,0,1,0,1,"Some challenges","Good",71551.0649334711,63704.9206224226,57305.3423079825,"(55,80]","1","0","(3000,3050]",2021,"January"
"810","Yes",100,"Agreed","Sometimes","Always","20-30 hours  ","Didn't work",1,0,0,0,0,1,0,0,0,0,"Unpredictable","Some small changes",0,0,1,1,0,0,0,1,0,1,0,0,"Some challenges","Some challenges",95012.460853491,103512.409829785,90959.9540153332,"(45,55]","3","2","(3000,3050]",2021,"January"
"811","Yes",100,"Agreed","Never","About half the time","40+ hours ","Didn't work",0,0,0,0,0,0,0,0,0,0,"Some small changes","Some small changes",1,0,0,0,0,0,1,1,0,1,0,1,"Good","Some challenges",143484.38937234,161092.368240531,134022.584552558,"(24,45]","2","1","(3150,3250]",2021,"January"
"812","Yes",100,"Agreed","Always","Always","40+ hours ","20-30 hours",1,0,1,0,0,0,1,0,1,0,"No changes","Some small changes",0,0,1,0,0,0,0,1,1,1,0,0,"Some challenges","Good",159311.875568791,173478.99508939,150791.58115,"(45,55]","3","0","(3150,3250]",2021,"January"
"813","Yes",100,"Agreed","Never","About half the time","30-40 hours  ","less than 10 hours",1,0,0,0,0,0,0,0,1,1,"No changes","Unpredictable",1,0,0,0,0,0,0,0,0,0,0,0,"Significant challenges","Significant challenges",121658.879548178,118729.874580011,104373.705145638,"(55,80]","1","2","(3050,3150]",2021,"January"
"814","Yes",100,"Agreed","Never","Always","less than 10 hours  ","less than 10 hours",1,0,0,0,0,0,0,0,0,0,"No changes","Some small changes",0,1,0,0,0,0,0,0,0,0,0,0,"Good","Significant challenges",113746.322948713,100263.224633135,85925.4541088388,"(45,55]","2","2","(3150,3250]",2021,"January"
"815","Yes",100,"Agreed","Never","Always","less than 10 hours  ","30-40 hours",1,0,0,0,0,0,0,0,1,0,"No changes","Some small changes",1,0,1,0,0,0,0,0,0,1,0,1,"Some challenges","Good",283591.50032698,271140.50774556,260281.465875893,"(45,55]","2","2","(3050,3150]",2021,"January"
"816","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"Unpredictable",NA,1,0,1,0,1,0,1,0,0,0,0,1,"Good","Good",66802.2631825967,-1172.74401691865,50898.0094991516,"(45,55]","1","2","(3050,3150]",2021,"January"
"817","Yes",100,"Agreed","Sometimes","Always","30-40 hours  ","10-20 hours",1,0,0,0,1,0,0,0,0,0,"Some small changes","Varying",1,0,0,0,0,0,0,0,0,0,0,0,"Good","Some challenges",146417.759670614,141300.429176069,129217.892249879,"(55,80]","1","0","(3050,3150]",2021,"January"
"818","Yes",100,"Agreed","Never","Sometimes","Didn't work","40+ hours",1,0,0,0,0,1,0,1,1,0,"No changes","No changes",0,0,1,1,0,0,0,0,0,1,0,0,"Good","Good",94839.1630535802,87693.6109097739,75080.8268832555,"(55,80]","1","2","(3000,3050]",2021,"January"
"819","Yes",100,"Agreed","Sometimes","About half the time","20-30 hours  ","Didn't work",1,0,0,0,0,1,0,0,1,0,"No changes","Some small changes",0,0,1,0,0,0,0,0,0,1,0,0,"Good","Significant challenges",55762.7979927685,59127.6773425465,36429.8199157614,"(45,55]","2","0","(3050,3150]",2021,"January"
"820","Yes",100,"Agreed","Never","Didn't work","20-30 hours  ","Didn't work",1,1,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,0,0,0,1,0,0,1,0,0,"Good","Some challenges",227893.668029319,311.0768612996,203879.545067904,"(55,80]","2","2","(3150,3250]",2021,"January"
"821","No",88,"Agreed","Always","Always","40+ hours ","40+ hours",1,0,0,1,1,0,1,1,0,0,"Some small changes","No changes",1,0,1,0,0,1,0,1,0,0,0,0,NA,NA,67915.9497270788,76214.6847288109,54441.9362389487,"(45,55]","3","2","(3000,3050]",NA,NA
"822","Yes",100,"Agreed","Never","Never","30-40 hours  ","20-30 hours",1,0,0,0,0,0,0,0,1,1,"No changes","Some small changes",0,0,0,0,1,0,1,0,0,1,0,0,"Significant challenges","Some challenges",100178.121997897,91475.3322208404,80532.5428539547,"(55,80]","2","0","(3000,3050]",2021,"January"
"823","Yes",100,"Agreed","About half the time","Never","Didn't work","Didn't work",0,0,0,0,0,0,0,1,1,0,"No changes","Some small changes",1,0,0,1,0,0,1,0,0,1,0,1,"Some challenges","Some challenges",90135.7836481511,87795.3959603602,60237.4280500962,"(45,55]","3","1","(3150,3250]",2021,"January"
"824","Yes",100,"Agreed","Never","Never","40+ hours ","Didn't work",1,0,0,0,0,0,0,0,1,0,"Varying","Unpredictable",0,0,1,0,0,0,1,0,0,0,0,1,"Some challenges","Some challenges",169795.116003951,151254.40639353,145072.986349211,"(24,45]","2","0","(3050,3150]",2021,"January"
"825","Yes",100,"Agreed","Sometimes","Always","40+ hours ","40+ hours",1,0,0,0,0,1,0,1,1,0,"Varying","Varying",0,0,0,0,0,0,1,0,0,1,0,0,"Good","Significant challenges",118945.32500604,120502.714655817,99611.1852554291,"(24,45]","More than 3","1","(3050,3150]",2021,"January"
"826","Yes",100,"Agreed","Most of the time","Always","10-20 hours  ","Didn't work",1,0,0,0,0,0,0,0,1,0,"No changes","Varying",0,0,1,1,1,0,0,0,0,1,0,0,"Good","Significant challenges",1341.73584172699,108853.180399927,80639.757566484,"(55,80]","1","1","(3050,3150]",2021,"January"
"827","Yes",100,"Agreed","Always","Didn't work","10-20 hours  ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,0,0,0,1,0,0,1,0,0,"Good","Significant challenges",214203.032947195,3416.7913615546,192433.166051716,"(45,55]","2","0","(3150,3250]",2021,"January"
"828","Yes",100,"Agreed","Never","About half the time","30-40 hours  ","40+ hours",1,0,0,0,1,1,0,1,1,0,"No changes","Some small changes",0,0,0,1,0,0,1,0,0,0,0,1,"Good","Significant challenges",133731.640725864,151452.070387863,115120.090401624,"(45,55]","1","2","(3050,3150]",2021,"January"
"829","Yes",100,"Agreed","Never","Always","40+ hours ","40+ hours",1,0,0,0,0,0,0,0,1,1,"No changes","No changes",1,0,1,0,0,0,0,0,0,1,0,0,"Good","Good",101446.166428663,103661.549342134,86933.4704450193,"(55,80]","1","More than 2","(3050,3150]",2021,"January"
"830","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,0,0,0,0,1,0,0,0,0,"Some small changes","Some small changes",1,0,1,0,0,1,0,0,0,0,0,1,"Good","Some challenges",49255.6894983522,54723.1206605385,29627.7383428479,"(55,80]","1","1","(3150,3250]",2021,"January"
"831","Yes",100,"Agreed","Didn't work","Sometimes","40+ hours ","Didn't work",1,0,0,0,0,0,0,0,1,0,"Unpredictable","Varying",0,0,1,0,0,1,1,0,1,1,0,0,"Some challenges","Good",128003.362749823,144704.033945289,109041.935638515,"(45,55]","3","2","(3050,3150]",2021,"January"
"832","Yes",100,"Agreed","Never","Never","40+ hours ","40+ hours",1,0,0,1,0,0,0,0,1,0,"No changes","Some small changes",0,0,0,0,0,0,1,0,0,1,0,1,"Some challenges","Significant challenges",79575.5450815813,85449.7767950019,60847.1320658389,"(55,80]","1","0","(3050,3150]",2021,"January"
"833","Yes",100,"Agreed","Never","Always","40+ hours ","10-20 hours",1,0,0,0,0,0,0,1,1,0,"No changes","Some small changes",1,0,0,0,0,0,1,1,0,1,1,0,"Some challenges","Good",135144.435828205,125680.182202422,110369.829018559,"(24,45]","3","0","(3000,3050]",2021,"January"
"834","Yes",100,"Agreed","Always","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"Some small changes",NA,0,0,1,0,0,0,0,0,0,0,0,0,"Some challenges","Significant challenges",114022.553472259,-2071.09626319014,98673.274584566,"(24,45]","2","2","(3050,3150]",2021,"January"
"835","Yes",100,"Agreed","Never","Sometimes","less than 10 hours  ","less than 10 hours",1,1,0,1,0,1,0,0,1,0,"No changes","Varying",0,0,0,0,0,0,1,0,0,1,1,1,"Significant challenges","Good",87527.6445190477,82321.6370459132,60284.5959555437,"(45,55]","More than 3","More than 2","(3050,3150]",2021,"January"
"836","Yes",100,"Agreed","Always","Didn't work","40+ hours ","Didn't work",0,0,0,0,1,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,0,1,1,0,0,0,0,0,1,"Good","Significant challenges",144642.532173729,1718.63880733205,123080.86496247,"(24,45]","1","1","(3000,3050]",2021,"January"
"837","Yes",100,"Agreed","Most of the time","Didn't work","30-40 hours  ","Didn't work",1,0,1,1,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,0,0,0,0,0,0,0,1,0,"Good","Some challenges",84792.3701035211,771.404388847092,71792.3148764587,"(24,45]","1","1","(3150,3250]",2021,"January"
"838","Yes",100,"Agreed","Never","Never","30-40 hours  ","less than 10 hours",0,0,0,1,0,0,0,1,1,0,"No changes","Unpredictable",0,0,1,1,1,1,1,0,0,1,0,1,"Some challenges","Significant challenges",96803.2490301105,90743.7707332038,78013.1866855319,"(45,55]","3","0","(3050,3150]",2021,"January"
"839","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"Unpredictable",NA,1,1,1,0,0,1,1,0,0,0,0,0,"Good","Some challenges",152811.774247386,152.046859362736,118174.871357403,"(24,45]","1","2","(3050,3150]",2021,"January"
"840","Yes",100,"Agreed","Most of the time","Always","20-30 hours  ","20-30 hours",0,0,0,0,0,1,0,0,1,1,"No changes","Unpredictable",0,0,0,0,1,0,1,1,0,1,0,0,"Significant challenges","Significant challenges",119715.499555074,134757.06754343,117118.678755862,"(45,55]","3","1","(3000,3050]",2021,"January"
"841","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,0,0,1,0,1,0,0,1,0,"No changes","Unpredictable",1,0,0,0,0,0,1,0,0,1,0,0,"Significant challenges","Significant challenges",2630.12165310099,169605.307088406,148184.603287139,"(45,55]","3","0","(3150,3250]",2021,"January"
